Name,Name-PT,Type,Type-PT,Subtype,Subtype-PT,Group,Group-PT,Control,Control-PT,Rtg,lNum,lName,,Cost,Source,Source-PT,Prerequsites,Description,Description-PT,House Rules,OrgRef
Path of Blood Nectar,Caminho do Néctar de Sangue,Discipline,Disciplina,Sadhana,,Path of Blood Nectar,,Setite,,3,2,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Path of Blood Nectar,Caminho do Néctar de Sangue,Discipline,Disciplina,Sadhana,,Path of Blood Nectar,,Setite,,3,3,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Path of Blood Nectar,Caminho do Néctar de Sangue,Discipline,Disciplina,Sadhana,,Path of Blood Nectar,,Setite,,3,4,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Path of Blood Nectar,Caminho do Néctar de Sangue,Discipline,Disciplina,Sadhana,,Path of Blood Nectar,,Setite,,3,5,Advanced,,9,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Summon the Simple Form,Invocar a Forma Simples,Discipline,Disciplina,Sadhana,,Path of Conjuring / Brahma-Vidya,,Setite,,1,1,Basic,,3,Laws of the Night: Revised,,,,,,
Permanency,Permanência,Discipline,Disciplina,Sadhana,,Path of Conjuring / Brahma-Vidya,,Setite,,1,2,Basic,,3,Laws of the Night: Revised,,,,,,
Magic of the Smith,Magia do Ferreiro,Discipline,Disciplina,Sadhana,,Path of Conjuring / Brahma-Vidya,,Setite,,1,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Reverse Conjuration,Conjuração Reversa,Discipline,Disciplina,Sadhana,,Path of Conjuring / Brahma-Vidya,,Setite,,1,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Power Over Life,Poder Sobre a Vida,Discipline,Disciplina,Sadhana,,Path of Conjuring / Brahma-Vidya,,Setite,,1,5,Advanced,,9,Laws of the Night: Revised,,,,,,
A Sending of Serpents,Um Envio de Serpentes,Discipline,Disciplina,Sadhana,,Path of Duat / Path of Yama,,Setite,,2,1,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Darkness of Duat,Escuridão de Duat,Discipline,Disciplina,Sadhana,,Path of Duat / Path of Yama,,Setite,,2,2,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Suffocation of the Tomb,Sufocamento do Túmulo,Discipline,Disciplina,Sadhana,,Path of Duat / Path of Yama,,Setite,,2,3,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
The Narrow House,A Casa Estreita,Discipline,Disciplina,Sadhana,,Path of Duat / Path of Yama,,Setite,,2,4,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Consignment of Duat,Consignação de Duat,Discipline,Disciplina,Sadhana,,Path of Duat / Path of Yama,,Setite,,2,5,Advanced,,9,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Morbid Fascination,Fascínio Mórbido,Discipline,Disciplina,Sadhana,,Path of Haunting,,Setite,,?,1,Basic,,3,Guide to the High Clans,,,,,,
Summon Wisp,Invocar Fogo-Fátuo,Discipline,Disciplina,Sadhana,,Path of Haunting,,Setite,,?,2,Basic,,3,Guide to the High Clans,,,,,,
Harrowing,Angustiante,Discipline,Disciplina,Sadhana,,Path of Haunting,,Setite,,?,3,Intermediate,,6,Guide to the High Clans,,,,,,
Path of Haunting,Caminho da Assombração,Discipline,Disciplina,Sadhana,,Path of Haunting,,Setite,,?,4,Intermediate,,6,Guide to the High Clans,,,,,,
Path of Haunting,Caminho da Assombração,Discipline,Disciplina,Sadhana,,Path of Haunting,,Setite,,?,5,Advanced,,9,Guide to the High Clans,,,,,,
Death Echo,Eco da Morte,Discipline,Disciplina,Sadhana,,Path of Hoodoo,,Setite,,3,1,Basic,,3,Necromancy Packet,,,,,,
Brick Dust,Pó de Tijolo,Discipline,Disciplina,Sadhana,,Path of Hoodoo,,Setite,,3,2,Basic,,3,Necromancy Packet,,,,,,
Ill Omen,Mau Presságio,Discipline,Disciplina,Sadhana,,Path of Hoodoo,,Setite,,3,3,Intermediate,,6,Necromancy Packet,,,,,,
Curse Object,Amaldiçoar Objeto,Discipline,Disciplina,Sadhana,,Path of Hoodoo,,Setite,,3,4,Intermediate,,6,Necromancy Packet,,,,,,
Vodoun Doll,Boneca Vodu,Discipline,Disciplina,Sadhana,,Path of Hoodoo,,Setite,,3,5,Advanced,,9,Necromancy Packet,,,,,,
Masque of Death,Máscara da Morte,Discipline,Disciplina,Sadhana,,Path of Israfil,,Setite,,3,1,Basic,,3,Necromancy Packet,,,,,,
Visage of the Damned,Semblante dos Condenados,Discipline,Disciplina,Sadhana,,Path of Israfil,,Setite,,3,2,Basic,,3,Necromancy Packet,,,,,,
Corpse Breed Carapace,Carapaça de Cria de Cadáver,Discipline,Disciplina,Sadhana,,Path of Israfil,,Setite,,3,3,Intermediate,,6,Necromancy Packet,,,,,,
Sanguine Lash,Chicote Sanguíneo,Discipline,Disciplina,Sadhana,,Path of Israfil,,Setite,,3,4,Intermediate,,6,Necromancy Packet,,,,,,
Gift of the Corpse,Dádiva do Cadáver,Discipline,Disciplina,Sadhana,,Path of Israfil,,Setite,,3,5,Advanced,,9,Necromancy Packet,,,,,,
Threads of the Past,Fios do Passado,Discipline,Disciplina,Sadhana,,Path of Karma,,Setite,,3,1,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Weave of the Future,Tecelagem do Futuro,Discipline,Disciplina,Sadhana,,Path of Karma,,Setite,,3,2,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Certain Fate,Destino Certo,Discipline,Disciplina,Sadhana,,Path of Karma,,Setite,,3,3,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Past Lives,Vidas Passadas,Discipline,Disciplina,Sadhana,,Path of Karma,,Setite,,3,4,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Master of Samsara,Mestre do Samsara,Discipline,Disciplina,Sadhana,,Path of Karma,,Setite,,3,5,Advanced,,9,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Sense the Tumult,Perceber o Tumulto,Discipline,Disciplina,Sadhana,,Path of Maelstrom Manipulation,,Setite,,3,1,Basic,,3,Necromancy Packet,,,,,,
Boulwark,Bastião,Discipline,Disciplina,Sadhana,,Path of Maelstrom Manipulation,,Setite,,3,2,Basic,,3,Necromancy Packet,,,,,,
Sigil of the Storm,Sigilo da Tempestade,Discipline,Disciplina,Sadhana,,Path of Maelstrom Manipulation,,Setite,,3,3,Intermediate,,6,Necromancy Packet,,,,,,
Command the Cyclone,Comandar o Ciclone,Discipline,Disciplina,Sadhana,,Path of Maelstrom Manipulation,,Setite,,3,4,Intermediate,,6,Necromancy Packet,,,,,,
Birth the Maelstrom,Gerar o Maelstrom,Discipline,Disciplina,Sadhana,,Path of Maelstrom Manipulation,,Setite,,3,5,Advanced,,9,Necromancy Packet,,,,,,
10 Yards,10 Jardas,Discipline,Disciplina,Sadhana,,Path of Praabti,,Setite,,3,1,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
50 Yards,50 Jardas,Discipline,Disciplina,Sadhana,,Path of Praabti,,Setite,,3,2,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
500 Yards,500 Jardas,Discipline,Disciplina,Sadhana,,Path of Praabti,,Setite,,3,3,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
5 Miles,5 Milhas,Discipline,Disciplina,Sadhana,,Path of Praabti,,Setite,,3,4,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
500 Miles,500 Milhas,Discipline,Disciplina,Sadhana,,Path of Praabti,,Setite,,3,5,Advanced,,9,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Path of Praabti,Caminho de Praabti,Discipline,Disciplina,Sadhana,,Path of Praabti,,Setite,,Ref,Ref,Ref,,Ref,Rites of the Blood,,,,,,
Calvaria Emissicius,Calvaria Emissicius,Discipline,Disciplina,Sadhana,,Path of Skulls,,Setite,,-,1,Basic,,3,Tome of Secrets,,,,,,
Consilium Mortuus,Consilium Mortuus,Discipline,Disciplina,Sadhana,,Path of Skulls,,Setite,,-,2,Basic,,3,Tome of Secrets,,,,,,
Ammorsus Vicarius,Ammorsus Vicarius,Discipline,Disciplina,Sadhana,,Path of Skulls,,Setite,,-,3,Intermediate,,6,Tome of Secrets,,,,,,
Exedo Animus,Exedo Animus,Discipline,Disciplina,Sadhana,,Path of Skulls,,Setite,,-,4,Intermediate,,6,Tome of Secrets,,,,,,
Degulo,Degulo,Discipline,Disciplina,Sadhana,,Path of Skulls,,Setite,,-,5,Advanced,,9,Tome of Secrets,,,,,,
Whisper to the Soul,Sussurrar à Alma,Discipline,Disciplina,Sadhana,,Path of the Twilight Garden,,Setite,,3,1,Basic,,3,V20 Dark Ages,,,,,,
Kiss of the Dark Mother,Beijo da Mãe Sombria,Discipline,Disciplina,Sadhana,,Path of the Twilight Garden,,Setite,,3,2,Basic,,3,V20 Dark Ages,,,,,,
Dark Humors,Humores Sombrios,Discipline,Disciplina,Sadhana,,Path of the Twilight Garden,,Setite,,3,3,Intermediate,,6,V20 Dark Ages,,,,,,
Caul of the Neverborn,Véu do Nunca-Nascido,Discipline,Disciplina,Sadhana,,Path of the Twilight Garden,,Setite,,3,4,Intermediate,,6,V20 Dark Ages,,,,,,
Lament of Dhainu,Lamento de Dhainu,Discipline,Disciplina,Sadhana,,Path of the Twilight Garden,,Setite,,3,5,Advanced,,9,V20 Dark Ages,,,,,,
Path of Woe,Caminho da Aflição,Discipline,Disciplina,Sadhana,,Path of Woe,,Setite,,3,1,Basic,,3,Tome of Secrets,,,,,,
Path of Woe,Caminho da Aflição,Discipline,Disciplina,Sadhana,,Path of Woe,,Setite,,3,2,Basic,,3,Tome of Secrets,,,,,,
Path of Woe,Caminho da Aflição,Discipline,Disciplina,Sadhana,,Path of Woe,,Setite,,3,3,Intermediate,,6,Tome of Secrets,,,,,,
Path of Woe,Caminho da Aflição,Discipline,Disciplina,Sadhana,,Path of Woe,,Setite,,3,4,Intermediate,,6,Tome of Secrets,,,,,,
Path of Woe,Caminho da Aflição,Discipline,Disciplina,Sadhana,,Path of Woe,,Setite,,3,5,Advanced,,9,Tome of Secrets,,,,,,
First Taste,Primeiro Gosto,Discipline,Disciplina,Sadhana,,Snake Inside / Temptation of Mara,,Setite,,1,1,Basic,,3,Blood Magic: Secrets of Thaumaturgy,,,,,,
Cross-Addiction,Vício Cruzado,Discipline,Disciplina,Sadhana,,Snake Inside / Temptation of Mara,,Setite,,1,2,Basic,,3,Blood Magic: Secrets of Thaumaturgy,,,,,,
The Jones,O Vício,Discipline,Disciplina,Sadhana,,Snake Inside / Temptation of Mara,,Setite,,1,3,Intermediate,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Fatal Compulsion,Compulsão Fatal,Discipline,Disciplina,Sadhana,,Snake Inside / Temptation of Mara,,Setite,,1,4,Intermediate,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Temperance,Temperança,Discipline,Disciplina,Sadhana,,Snake Inside / Temptation of Mara,,Setite,,1,5,Advanced,,9,Blood Magic: Secrets of Thaumaturgy,,,,,,
Hermetic Sight,Visão Hermética,Discipline,Disciplina,Sadhana,,Spirit Manipulation / Asura-Raja,,Setite,,2,1,Basic,,3,MET Camarilla Guide,,,,,,
Astral Cant,Cântico Astral,Discipline,Disciplina,Sadhana,,Spirit Manipulation / Asura-Raja,,Setite,,2,2,Basic,,3,MET Camarilla Guide,,,,,,
Voice of Command,Voz de Comando,Discipline,Disciplina,Sadhana,,Spirit Manipulation / Asura-Raja,,Setite,,2,3,Intermediate,,6,MET Camarilla Guide,,,,,,
Entrap Ephemera,Aprisionar Efêmera,Discipline,Disciplina,Sadhana,,Spirit Manipulation / Asura-Raja,,Setite,,2,4,Intermediate,,6,MET Camarilla Guide,,,,,,
Duality,Dualidade,Discipline,Disciplina,Sadhana,,Spirit Manipulation / Asura-Raja,,Setite,,2,5,Advanced,,9,MET Camarilla Guide,,,,,,
Brother's Blood,Sangue do Irmão,Discipline,Disciplina,Sanguinus,,,,,,Core,1,Basic,,3,MET Sabbat Guide,,,,,,
Octopod,Octópode,Discipline,Disciplina,Sanguinus,,,,,,Core,2,Basic,,3,MET Sabbat Guide,,,,,,
Gestalt,Gestalt,Discipline,Disciplina,Sanguinus,,,,,,Core,3,Intermediate,,6,MET Sabbat Guide,,,,,,
Walk of Caine,Caminhada de Caim,Discipline,Disciplina,Sanguinus,,,,,,Core,4,Intermediate,,6,MET Sabbat Guide,,,,,,
Coagulated Entity,Entidade Coagulada,Discipline,Disciplina,Sanguinus,,,,,,Core,5,Advanced,,9,MET Sabbat Guide,,,,,,
The Eyes of the Serpent,Os Olhos da Serpente,Discipline,Disciplina,Serpentis,Serpentis,,,,,Core,1,Basic,,3,Laws of the Night: Revised,,,,,,
The Tongue of the Asp,A Língua da Áspide,Discipline,Disciplina,Serpentis,Serpentis,,,,,Core,2,Basic,,3,Laws of the Night: Revised,,,,,,
The Skin of the Adder,A Pele da Víbora,Discipline,Disciplina,Serpentis,Serpentis,,,,,Core,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
The Form of the Cobra,A Forma da Cobra,Discipline,Disciplina,Serpentis,Serpentis,,,,,Core,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
The Heart of Darkness,O Coração das Trevas,Discipline,Disciplina,Serpentis,Serpentis,,,,,Core,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Ushabti,Ushabti,Discipline,Disciplina,Setite Sorcery,,Ushabti,,Setite,,Ref,Ref,Ref,,Ref,Rites of the Blood,,,,,,
Sheep from the Goats,Separar as Ovelhas das Cabras,Discipline,Disciplina,Sielanic,,Path of the Sheppard,,Tremere,,3,1,Basic,,3,Necromancy Packet,,,,,,
The Armor of Faith,A Armadura da Fé,Discipline,Disciplina,Sielanic,,Path of the Sheppard,,Tremere,,3,2,Basic,,3,Necromancy Packet,,,,,,
Console the Inflicted,Consolar o Afligido,Discipline,Disciplina,Sielanic,,Path of the Sheppard,,Tremere,,3,3,Intermediate,,6,Necromancy Packet,,,,,,
Subvert the Legion,Subverter a Legião,Discipline,Disciplina,Sielanic,,Path of the Sheppard,,Tremere,,3,4,Intermediate,,6,Necromancy Packet,,,,,,
Banishment,Banimento,Discipline,Disciplina,Sielanic,,Path of the Sheppard,,Tremere,,3,5,Advanced,,9,Necromancy Packet,,,,,,
Eyes of the Earth,Olhos da Terra,Discipline,Disciplina,Sielanic,,Path of the World's Blood,,Tremere,,4,1,Basic,,,Libellus Snaguinis 2,,,,,,
Roots of Power,Raízes do Poder,Discipline,Disciplina,Sielanic,,Path of the World's Blood,,Tremere,,4,2,Basic,,,Libellus Snaguinis 2,,,,,,
Arbor of Protection,Arvoredo de Proteção,Discipline,Disciplina,Sielanic,,Path of the World's Blood,,Tremere,,4,3,Intermediate,,,Libellus Snaguinis 2,,,,,,
Course of the Beast,Curso da Besta,Discipline,Disciplina,Sielanic,,Path of the World's Blood,,Tremere,,4,4,Intermediate,,,Libellus Snaguinis 2,,,,,,
Way of the Stone,Caminho da Pedra,Discipline,Disciplina,Sielanic,,Path of the World's Blood,,Tremere,,4,5,Advanced,,,Libellus Snaguinis 2,,,,,,
Time Attunement,Sintonia Temporal,Discipline,Disciplina,Temporis,Temporis,,,,,Core,1,Basic,,3,MET Storyteller's Guide,,,,,,
Internal Recursion,Recursão Interna,Discipline,Disciplina,Temporis,Temporis,,,,,Core,2,Basic,,3,MET Storyteller's Guide,,,,,,
Lapse,Lapso,Discipline,Disciplina,Temporis,Temporis,,,,,Core,3,Intermediate,,6,MET Storyteller's Guide,,,,,,
Subjective Suspension,Suspensão Subjetiva,Discipline,Disciplina,Temporis,Temporis,,,,,Core,4,Intermediate,,6,MET Storyteller's Guide,,,,,,
Clotho's Gift,Dádiva de Cloto,Discipline,Disciplina,Temporis,Temporis,,,,,Core,5,Advanced,,9,MET Storyteller's Guide,,,,,,
Hag's Wrinkles,Rugas da Bruxa,Discipline,Disciplina,Thanatosis,Tanatose,,,,,Core,1,Basic,,3,Laws of the Night: Revised,,,,,,
Putrefaction,Putrefação,Discipline,Disciplina,Thanatosis,Tanatose,,,,,Core,2,Basic,,3,Laws of the Night: Revised,,,,,,
Ashes to Ashes,Cinzas às Cinzas,Discipline,Disciplina,Thanatosis,Tanatose,,,,,Core,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Withering,Definhamento,Discipline,Disciplina,Thanatosis,Tanatose,,,,,Core,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Necrosis,Necrose,Discipline,Disciplina,Thanatosis,Tanatose,,,,,Core,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Sense Vitaility,Perceber a Vitalidade,Discipline,Disciplina,Valeren,Valeren,,,,,Core,1,Basic,,3,MET Sabbat Guide,,,,,,
Anesthetic Touch,Toque Anestésico,Discipline,Disciplina,Valeren,Valeren,,,,,Core,2,Basic,,3,MET Sabbat Guide,,,,,,
Burning Touch,Toque Ardente,Discipline,Disciplina,Valeren,Valeren,,,,,Core,3,Intermediate,,6,MET Sabbat Guide,,,,,,
Ending the Watch,Encerrando a Vigília,Discipline,Disciplina,Valeren,Valeren,,,,,Core,4,Intermediate,,6,MET Sabbat Guide,,,,,,
Vengeance of Samiel,Vingança de Samiel,Discipline,Disciplina,Valeren,Valeren,,,,,Core,5,Advanced,,9,MET Sabbat Guide,,,,,,
Malleable Visage,Semblante Maleável,Discipline,Disciplina,Vicissitude,Vicissitude,,,,,Core,1,Basic,,3,Laws of the Night: Revised,,,,,,
Fleshcraft,Ofício da Carne,Discipline,Disciplina,Vicissitude,Vicissitude,,,,,Core,2,Basic,,3,Laws of the Night: Revised,,,,,,
Bonecraft,Ofício dos Ossos,Discipline,Disciplina,Vicissitude,Vicissitude,,,,,Core,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Horrid Form,Forma Horrenda,Discipline,Disciplina,Vicissitude,Vicissitude,,,,,Core,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Blood Form,Forma de Sangue,Discipline,Disciplina,Vicissitude,Vicissitude,,,,,Core,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Skin of the Chameleon,Pele do Camaleão,Discipline,Disciplina,Visceratika,,,,,,Core,1,Basic,,3,MET Camarilla Guide,,,,,,
Scry the Hearthstone,Escrutinar a Pedra do Lar,Discipline,Disciplina,Visceratika,,,,,,Core,2,Basic,,3,MET Camarilla Guide,,,,,,
Bond with the Mountain,Vínculo com a Montanha,Discipline,Disciplina,Visceratika,,,,,,Core,3,Intermediate,,6,MET Camarilla Guide,,,,,,
Armor of Terra,Armadura de Terra,Discipline,Disciplina,Visceratika,,,,,,Core,4,Intermediate,,6,MET Camarilla Guide,,,,,,
Flow Within the Mountain,Fluir Dentro da Montanha,Discipline,Disciplina,Visceratika,,,,,,Core,5,Advanced,,9,MET Camarilla Guide,,,,,,
Shroudsight,Visão da Mortalha,Discipline,Disciplina,Wanga,Wanga,Ash Path,,Setite,,2,1,Basic,,3,Laws of the Night: Revised,,,,,,
Lifeless Tongues,Línguas Sem Vida,Discipline,Disciplina,Wanga,Wanga,Ash Path,,Setite,,2,2,Basic,,3,Laws of the Night: Revised,,,,,,
Dead Hand,Mão Morta,Discipline,Disciplina,Wanga,Wanga,Ash Path,,Setite,,2,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Ex Nihilo,Ex Nihilo,Discipline,Disciplina,Wanga,Wanga,Ash Path,,Setite,,2,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Shroud Mastery,Maestria da Mortalha,Discipline,Disciplina,Wanga,Wanga,Ash Path,,Setite,,2,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Tremens,Tremens,Discipline,Disciplina,Wanga,Wanga,Bone Path,,Setite,,3,1,Basic,,3,Laws of the Night: Revised,,,,,,
Apprentice's Brooms,Vassouras do Aprendiz,Discipline,Disciplina,Wanga,Wanga,Bone Path,,Setite,,3,2,Basic,,3,Laws of the Night: Revised,,,,,,
Shambling Hordes,Hordas Cambaleantes,Discipline,Disciplina,Wanga,Wanga,Bone Path,,Setite,,3,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Soul Stealing,Roubo de Alma,Discipline,Disciplina,Wanga,Wanga,Bone Path,,Setite,,3,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Daemonic Possession,Possessão Demoníaca,Discipline,Disciplina,Wanga,Wanga,Bone Path,,Setite,,3,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Touch of Life,Toque da Vida,Discipline,Disciplina,Wanga,Wanga,Flow of Ashe,,Setite,,1,1,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Strength of Root and Stone,Força de Raiz e Pedra,Discipline,Disciplina,Wanga,Wanga,Flow of Ashe,,Setite,,1,2,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Breath of Life,Sopro da Vida,Discipline,Disciplina,Wanga,Wanga,Flow of Ashe,,Setite,,1,3,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Favor of the Orishas,Favor dos Orixás,Discipline,Disciplina,Wanga,Wanga,Flow of Ashe,,Setite,,1,4,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Gift of Ashe,Dádiva de Ashe,Discipline,Disciplina,Wanga,Wanga,Flow of Ashe,,Setite,,1,5,Advanced,,9,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
"Flow of Ashe, The",O Fluxo de Ashe,Discipline,Disciplina,Wanga,Wanga,Flow of Ashe,,Setite,,Ref,Ref,Ref,,Ref,Rites of the Blood,,,,,,
Sheltering Hand,Mão Protetora,Discipline,Disciplina,Wanga,Wanga,Orisha’s Fortune,,Setite,,1,1,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Fortune's Blessing,Bênção da Fortuna,Discipline,Disciplina,Wanga,Wanga,Orisha’s Fortune,,Setite,,1,2,Basic,,3,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Fortune's Curse,Maldição da Fortuna,Discipline,Disciplina,Wanga,Wanga,Orisha’s Fortune,,Setite,,1,3,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Fortune's Favor,Favor da Fortuna,Discipline,Disciplina,Wanga,Wanga,Orisha’s Fortune,,Setite,,1,4,Intermediate,,6,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
Smiting Hand,Mão Punitiva,Discipline,Disciplina,Wanga,Wanga,Orisha’s Fortune,,Setite,,1,5,Advanced,,9,Blood Sacrifice: The Thaumaturgy Companion,,,,,,
A Touch of Death,Um Toque da Morte,Discipline,Disciplina,Wanga,Wanga,Path of Abombo,,Setite,,3,1,Basic,,3,Kindred of the Ebony Kingdom,,,,,,
Reveal the Catene,Revelar a Catene,Discipline,Disciplina,Wanga,Wanga,Path of Abombo,,Setite,,3,2,Basic,,3,Kindred of the Ebony Kingdom,,,,,,
Tread Upon the Grave,Pisar sobre o Túmulo,Discipline,Disciplina,Wanga,Wanga,Path of Abombo,,Setite,,3,3,Intermediate,,6,Kindred of the Ebony Kingdom,,,,,,
Death Knell,Toque de Finados,Discipline,Disciplina,Wanga,Wanga,Path of Abombo,,Setite,,3,4,Intermediate,,6,Kindred of the Ebony Kingdom,,,,,,
Ephemeral Binding,Vínculo Efêmero,Discipline,Disciplina,Wanga,Wanga,Path of Abombo,,Setite,,3,5,Advanced,,9,Kindred of the Ebony Kingdom,,,,,,
A Taste for Blood,Um Gosto pelo Sangue,Discipline,Disciplina,Wanga,Wanga,Path of Blood,,Setite,,2,1,Basic,,3,Laws of the Night: Revised,,,,,,
Blood Rage,Fúria de Sangue,Discipline,Disciplina,Wanga,Wanga,Path of Blood,,Setite,,2,2,Basic,,3,Laws of the Night: Revised,,,,,,
Blood of Potency,Sangue de Potência,Discipline,Disciplina,Wanga,Wanga,Path of Blood,,Setite,,2,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Theft of Vitae,Roubo de Vitae,Discipline,Disciplina,Wanga,Wanga,Path of Blood,,Setite,,2,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Cauldron of Blood,Caldeirão de Sangue,Discipline,Disciplina,Wanga,Wanga,Path of Blood,,Setite,,2,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Summon the Simple Form,Invocar a Forma Simples,Discipline,Disciplina,Wanga,Wanga,Path of Conjuring,,Setite,,2,1,Basic,,3,Laws of the Night: Revised,,,,,,
Permanency,Permanência,Discipline,Disciplina,Wanga,Wanga,Path of Conjuring,,Setite,,2,2,Basic,,3,Laws of the Night: Revised,,,,,,
Magic of the Smith,Magia do Ferreiro,Discipline,Disciplina,Wanga,Wanga,Path of Conjuring,,Setite,,2,3,Intermediate,,6,Laws of the Night: Revised,,,,,,
Reverse Conjuration,Conjuração Reversa,Discipline,Disciplina,Wanga,Wanga,Path of Conjuring,,Setite,,2,4,Intermediate,,6,Laws of the Night: Revised,,,,,,
Power Over Life,Poder Sobre a Vida,Discipline,Disciplina,Wanga,Wanga,Path of Conjuring,,Setite,,2,5,Advanced,,9,Laws of the Night: Revised,,,,,,
Contradict,Contradizer,Discipline,Disciplina,Wanga,Wanga,Path of Corruption,,Setite,,2,1,Basic,,3,MET Camarilla Guide,,,,,,
Subvert,Subverter,Discipline,Disciplina,Wanga,Wanga,Path of Corruption,,Setite,,2,2,Basic,,3,MET Camarilla Guide,,,,,,
Dissociate,Dissociar,Discipline,Disciplina,Wanga,Wanga,Path of Corruption,,Setite,,2,3,Intermediate,,6,MET Camarilla Guide,,,,,,
Addiction,Vício,Discipline,Disciplina,Wanga,Wanga,Path of Corruption,,Setite,,2,4,Intermediate,,6,MET Camarilla Guide,,,,,,
Dependence,Dependência,Discipline,Disciplina,Wanga,Wanga,Path of Corruption,,Setite,,2,5,Advanced,,9,MET Camarilla Guide,,,,,,
Stigmatize,Estigmatizar,Discipline,Disciplina,Wanga,Wanga,Path of Curses,,Setite,,3,1,Basic,,3,MET Storyteller's Guide,,,,,,
Malady,Enfermidade,Discipline,Disciplina,Wanga,Wanga,Path of Curses,,Setite,,3,2,Basic,,3,MET Storyteller's Guide,,,,,,
Pariah,Pária,Discipline,Disciplina,Wanga,Wanga,Path of Curses,,Setite,,3,3,Intermediate,,6,MET Storyteller's Guide,,,,,,
Corrupt Body,Corromper o Corpo,Discipline,Disciplina,Wanga,Wanga,Path of Curses,,Setite,,3,4,Intermediate,,6,MET Storyteller's Guide,,,,,,
Fall From Grace,Queda em Desgraça,Discipline,Disciplina,Wanga,Wanga,Path of Curses,,Setite,,3,5,Advanced,,9,MET Storyteller's Guide,,,,,,
Song of the Dead,Canção dos Mortos,Discipline,Disciplina,Wanga,Wanga,Path of Haunting,,Setite,,3,1,Basic,,3,Guide to the High Clans,,,,,,
Summon Wisp,Invocar Fogo-Fátuo,Discipline,Disciplina,Wanga,Wanga,Path of Haunting,,Setite,,3,2,Basic,,3,Guide to the High Clans,,,,,,
Harrowing,Angustiante,Discipline,Disciplina,Wanga,Wanga,Path of Haunting,,Setite,,3,3,Intermediate,,6,Guide to the High Clans,,,,,,
Phantasms,Fantasmas,Discipline,Disciplina,Wanga,Wanga,Path of Haunting,,Setite,,3,4,Intermediate,,6,Guide to the High Clans,,,,,,
Torment,Tormento,Discipline,Disciplina,Wanga,Wanga,Path of Haunting,,Setite,,3,5,Advanced,,9,Guide to the High Clans,,,,,,
